,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
1112,2629990,"Integration in the armed services : a progress report / prepared by the Office of the Civilian Assistant, James C. Evans.",,,1955.,"Office of the Assistant Secretary of Defense (Manpower & Personnel),","United States Department of Defense Officials and employees, United States Armed Forces African Americans",acbk,canf,,cen,10/01/2017,1
1113,3161373,The Roman spring of Mrs. Stone / by Tennessee Williams.,"Williams, Tennessee, 1911-1983,","0811221458, 9780811221450",2012.,"New Directions,",Aging Fiction,acbk,nafic,,swt,10/01/2017,1
1114,2762786,Debbie Brown's 50 easy party cakes.,"Brown, Debbie","1853918555, 9781853918551",1999.,"Merehurst,",Cake decorating,acbk,nanf,,dth,10/01/2017,1
1115,2748372,Origami design secrets : mathematical methods for an ancient art / Robert J. Lang.,"Lang, Robert J. (Robert James), 1961-","1568814364, 9781568814360",c2012.,"CRC Press,","Origami Design, Origami Mathematics",acbk,nanf,,fre,10/01/2017,1
1116,2150956,"The extravagant universe : exploding stars, dark energy and the accelerating cosmos / Robert P. Kirshner.","Kirshner, Robert P., 1949-",0691058628,c2002.,"Princeton University Press,","Supernovae, Dark energy Astronomy",acbk,canf,,cen,10/01/2017,1
1117,201718,"The concise AACR 2 : being a rewritten and simplified version of Anglo-American cataloguing rules, second edition / prepared by Michael Gorman.","Gorman, Michael, 1941-",0838903258,1981.,"American Library Association,","Anglo American cataloguing rules, Descriptive cataloging Rules",arbk,cs6r,,cen,10/01/2017,1
1118,465943,,,,,,,acbk,caln,,cen,10/01/2017,1
1119,2939949,07-ghost. 6 / Yuki Amemiya ; Yukino Ichihara ; translation/Satsuki Yamashita.,"Amemiya, Yuki","1421549999, 9781421549996",[2013],"Viz Media, LLC,","Comic books strips etc Japan Translations into English, Boys Comic books strips etc, Orphans Comic books strips etc, Slaves Comic books strips etc, Schools Comic books strips etc, Magic Comic books strips etc, Gods Comic books strips etc, Ghosts Comic books strips etc, Priests Comic books strips etc, Fantasy comic books strips etc, Graphic novels",acbk,nycomic,,uni,10/01/2017,1
1120,2926268,Slow getting up : a story of NFL survival from the bottom of the pile / Nate Jackson.,"Jackson, Nate","0062108026, 9780062108029",c2013.,"Harper,","Jackson Nate, Football players United States Biography",acbk,nanf,,dlr,10/01/2017,1
1121,2835398,"Geronimo Stilton. [10], Geronimo Stilton saves the Olympics / by Geronimo Stilton ; [script by Leonardo Favia ; illustrations by Federica Salfo and color by Mirka Andolfo ; based on an original idea by Elisabetta Dami ; translation by Nanette McGuinness.]","Stilton, Geronimo","1597073199, 9781597073196",2012.,"Papercutz : distributed by Macmillan,","Stilton Geronimo Comic books strips etc, Olympics Comic books strips etc, Greece Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,nccomic,,col,10/01/2017,1
1122,2359309,"Jesus & Buddha : the parallel sayings / editor, Marcus Borg ; introduction, Jack Kornfield ; co-editor, Ray Riegert.",,1569754616,2004.,"Ulysses Press : Distributed in the U.S. by Publishers Group West,","Jesus Christ Words, Gautama Buddha Teachings, Bible Gospels Extra canonical parallels, Buddhist literature Relation to the New Testament",acbk,nanf,,swt,10/01/2017,1
1123,73662,American silver manufacturers [by] Dorothy T. Rainwater.,"Rainwater, Dorothy T.",,[1966],Everybodys Press,"Silversmiths United States, Hallmarks United States",acbk,canf,,cen,10/01/2017,1
1124,247634,Petite histoire illustrée des ailes françaises. Illus. de Paul Lengellé. Textes de R. Bertrand et F. Groysilier.,"Bertrand, R.",,[1945],Charles-Lavauzelle,Aeronautics France History,arbk,caaero,,cen,10/01/2017,1
1125,2936566,A cultural history of tattoos / by Gail B. Stewart.,"Stewart, Gail B. (Gail Barbara), 1949-","1601525605, 9781601525604",[2014],"ReferencePoint Press,","Tattooing Juvenile literature, Tattooing Social aspects Juvenile literature",acbk,nynf,,bal,10/01/2017,1
1126,3183204,Unforgiven [videorecording] / Warner Bros. ; a Malpaso production ; written by David Webb Peoples ; directed and produced by Clint Eastwood.,,"1419897780, 9781419897788",[2010],"Distributed by Warner Home Video,","Prostitutes Drama, Murder Investigation Drama, Sheriffs West U S Drama, Bounty hunters West U S Drama, Widowers Drama, Western films, Feature films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,col,10/01/2017,1
1127,3297812,Fortitude smashed : a novel / Taylor Brooke.,"Brooke, Taylor","1945053364, 9781945053368",[2017],"Interlude Press,","Soul mates Fiction, Gay detectives Fiction, Art thefts Fiction, Gay men Fiction, Romance fiction, Science fiction",acbk,cafic,,cen,10/01/2017,1
1128,3225787,"Mockingbird. [1], I can explain / Chelsea Cain, writer ; Kate Niemczyk & Ibrahim Moustafa, artists.","Cain, Chelsea","1302901222, 9781302901226",[2016],"Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC,","Women superheroes Comic books strips etc, Women spies Comic books strips etc, Superhero comics, Action and adventure comics, Graphic novels",acbk,nycomic,,swt,10/01/2017,1
1129,2808659,Murciélagos en la biblioteca / texto e ilustraciones de Brian Lies ; [traducción de Carlos Mayor].,"Lies, Brian","8426137253, 9788426137258",2009.,"Editorial Juventud,","Bats Juvenile fiction, Libraries Juvenile fiction, Books and reading Juvenile fiction, Stories in rhyme Juvenile fiction, Spanish language materials Fiction",jcbk,ncln,,bea,10/01/2017,1
1130,2218901,Chutes too narrow [sound recording] / the Shins.,Shins (Musical group),,c2003.,"Sub Pop Records,","Rock music 2001 2010, Popular music 2001 2010",accd,cacd,,cen,10/01/2017,1
1131,109394,An introduction and history : the Washington Department of Fisheries / Department of Fisheries.,Washington (State). Department of Fisheries,,1977.,"The Dept.,",Washington State Department of Fisheries,arbk,cs6r,,cen,10/01/2017,1
1132,2012701,Seismic-hazard maps for Alaska and the Aleutian Islands [cartographic material] / by Robert L. Wesson ... [and others].,,"0607937033, 0607937076",1999.,"U.S. Dept. of the Interior, U.S. Geological Survey ; For sale by USGS Information Services,","Seismology Alaska Maps, Seismology Alaska Aleutian Islands Maps, Earthquake hazard analysis Alaska Maps, Earthquake hazard analysis Alaska Aleutian Islands Maps",acmap,canf,,cen,10/01/2017,1
1133,707456,Photographic printing methods [by] W. H. Burbank.,"Burbank, W. H. (William Henry)",0405048963,1973 [c1887],"Arno Press,",Photography Printing processes,arbk,cs8r,,cen,10/01/2017,1
1134,3131763,Forget-Me-Not Lake / by Poppy Green ; illustrated by Jennifer A. Bell.,"Green, Poppy","148142999X, 1481430009, 9781481429993, 9781481430005",2015.,"Little Simon,","Mice Juvenile fiction, Ability Juvenile fiction, Swimming Juvenile fiction, Frogs Juvenile fiction, Snakes Juvenile fiction, Mice Fiction, Ability Fiction, Swimming Fiction, Frogs Fiction, Snakes Fiction",jcbk,ncef,,bro,10/01/2017,1
1135,3133325,"Lê Đại Hành và kháng chiến chống Tống / Đăng Khoa, Hoài Thu (biên soạn).",,"6045022890, 9786045022894",2014.,"Nhà xuất bản Văn hóa-thông tin,","Vietnam History Early Lˆ dynasty 980 1009, Lˆ Ho…n active 10th century",acbk,naln,,dlr,10/01/2017,1
1136,1771785,Ardor / Marvin Bell.,"Bell, Marvin",1556590814,c1997.,"Copper Canyon Press,",,acbk,canf,,cen,10/01/2017,1
1137,2700798,How to make money in real estate in the new economy / Matthew Martinez.,"Martinez, Matthew A.","007174262X, 9780071742627",c2011.,"McGraw-Hill,","Real estate investment United States, United States Economic conditions 2009",acbk,canf,,cen,10/01/2017,2
1138,2899891,Convertible crochet : customizable designs for stylish garments / Doris Chan.,"Chan, Doris","0307965708, 9780307965707",c2013.,"Potter Craft,","Crocheting Patterns, Clothing and dress",acbk,canf,,cen,10/01/2017,1
1139,2934796,High time for heroes / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope","0307980499, 0307980502, 9780307980496, 9780307980502",[2014],"Random House,","Time travel Juvenile fiction, Magicians Juvenile fiction, Nightingale Florence 1820 1910 Juvenile fiction, Nurses Juvenile fiction, Tree houses Juvenile fiction, Thebes Egypt Extinct city Juvenile fiction",jcbk,ncser,,uni,10/01/2017,1
1140,259989,"The Flanders family from Europe to America, being a history of the Flanders family in America and its probable origin in Europe.","Dunbar, Edith Flanders, 1871-",,1935.,"Tuttle Pub. Co.,",Flanders family,arbk,caref,,cen,10/01/2017,1
1141,2604328,Little Blue Truck leads the way / written by Alice Schertle ; illustrated by Jill McElmurry.,"Schertle, Alice","0152063897, 9780152063894",2009.,"Harcourt Children's Books,","Stories in rhyme Juvenile fiction, Trucks Juvenile fiction, City and town life Juvenile fiction, Traffic congestion Juvenile fiction, Conduct of life Fiction",jcbk,ncpic,,mag,10/01/2017,1
1142,3129700,Brotherhood in death / J. D. Robb.,"Robb, J. D., 1950-","0399170898, 9780399170898",2016.,"Berkley Books,","Dallas Eve Fictitious character Fiction, Policewomen New York State New York Fiction, Mystery fiction",acbk,namys,Floating,hip,10/01/2017,1
1143,2792441,What comes in sets? / Minta Berry.,"Berry, Minta","0778752682, 0778752798, 9780778752684, 9780778752790",2012.,"Crabtree Pub.,",Set theory Juvenile literature,jcbk,ncenf,,net,10/01/2017,1
1144,607754,"Biological diversity : hearing before the Subcommittee on Fisheries and Wildlife Conservation and the Environment of the Committee on Merchant Marine and Fisheries, House of Representatives, One Hundred Second Congress, first session, on H.R. 2082 a bill to conserve the diversity of fish, wildlife, and biological systems of the United States, May 22, 1991.",United States. Congress. House. Committee on Merchant Marine and Fisheries. Subcommittee on Fisheries and Wildlife Conservation and the Environment,,1991.,"U.S. G.P.O. : For sale by the Supt. of Docs., Congressional Sales Office, U.S. G.P.O.,","Biodiversity conservation Law and legislation United States, Wildlife conservation Law and legislation United States",acbk,canf,,cen,10/01/2017,1
1145,2655412,Too much kissing! : and other silly dilly songs about parents / written by Alan Katz ; illustrated by David Catrow.,"Katz, Alan","1416941991, 9781416941996",2010.,"Margaret K. McElderry Books,","Childrens songs English United States Texts Juvenile fiction, Parents Songs and music Texts Juvenile fiction, Parents Songs and music Juvenile fiction, Songs",jcbk,ncpic,,glk,10/01/2017,1
1146,3245404,The tincture of time : a memoir of (medical) uncertainty / Elizabeth L. Silver.,"Silver, Elizabeth L., 1978-","110198144X, 9781101981443",2017.,"Penguin Press,","Medicine Practice, Cerebrovascular disease in children Case studies, Infants Diseases, Parenthood, Children of physicians Biography, Autobiographies",acbk,nanf,,gwd,10/01/2017,1
1147,3006887,JavaScript for kids : a playful introduction to programming / by Nick Morgan ; illustrations by Miran Lipovača.,"Morgan, Nick","1593274084, 9781593274085",[2015].,"No Starch Press,",JavaScript Computer program language Juvenile literature,jcbk,nanf,,swt,10/01/2017,1
1148,2435700,Wisdom of the body / Judith Roche.,"Roche, Judith","0930773810, 9780930773816",c2007.,"Black Heron Press,",,acbk,canf,,cen,10/01/2017,2
1149,389122,Dog lady and The Cuban swimmer : two one-act plays / by Milcha Sanchez-Scott.,"Sanchez-Scott, Milcha",,c1984.,"Theatre Communications Group,",,acbk,canf,,cen,10/01/2017,1
1150,2979473,Keep quiet / Lisa Scottoline.,"Scottoline, Lisa","1250010098, 9781250010094",2014.,"St. Martin's Press,","Fathers and sons Fiction, Teenage boys Fiction, Traffic accidents Fiction, Family secrets Fiction, Life change events Fiction, Suspense fiction",acbk,cafic,,cen,10/01/2017,2
1151,2838239,Áo khoác vai người = The clothes on their backs / Lida Grant ; Ngô Thị Tố dịch.,"Grant, Linda, 1951-",,2012.,"Hội Nhà Văn,","Jewish women Fiction, Hungarians England Fiction, Uncles Fiction, Nieces Fiction, London England Fiction",acbk,caln,,cen,10/01/2017,1
1152,3086010,"The gambler [videorecording] / Paramount Pictures ; a Chartoff/Winkler production ; a Closest to the Hole/Leverage Entertainment production ; produced by Mark Wahlberg, Stephen Levinson, Irwin Winkler, Robert Chartoff, David Winkler ; directed by Rupert Wyatt ; screenplay by William Monahan.",,,[2015?],"Paramount,","Compulsive gamblers Drama, Organized crime Drama, Feature films, Fiction films, Film noir, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",acdvd,nadvd,Floating,mgm,10/01/2017,1
1153,3024774,"Le démantèlement [videorecording] = The auction / Film Movement ; Seville ; ACPAV ; en collaboration avec Super Ecran, Radio Canada ; produit par Bernadette Payeur, Marc Daigle ; écrit et réalisé par Sébastien Pilote.",,"1490609350, 1490630295, 9781490609355, 9781490630298",2014.,"Film Movement ; Distributed by RB Media,","Farmers Drama, Farms Drama, Fathers and daughters Drama, Feature films, Fiction films, Motion pictures French, Video recordings for the hearing impaired",acdvd,nalndvd,Floating,dlr,10/01/2017,1
1154,2927650,Anne Frank's chestnut tree / by Jane Kohuth ; illustrated by Elizabeth Sayles.,"Kohuth, Jane","0307975797, 0375971157, 0449812553, 9780307975799, 9780375971150, 9780449812556",©2013.,"Random House,","Frank Anne 1929 1945 Juvenile literature, Jews Netherlands Amsterdam Biography Juvenile literature, Jewish children in the Holocaust Netherlands Amsterdam Juvenile literature, Trees Netherlands Amsterdam Juvenile literature, Nature Juvenile literature, Amsterdam Netherlands Biography Juvenile literature",jcbk,ncenf,,mag,10/01/2017,1
1155,2700779,"Crazy sexy diet : eat your veggies, ignite your spark, and live like you mean it! / Kris Carr.","Carr, Kris","1599218011, 9781599218014",c2011.,"Skirt,","Vegetarianism, Nutrition, Health, Women Health and hygiene",acbk,nanf,,wts,10/01/2017,1
1156,2970841,"Haganai : I don't have many friends. Volume 7 / art, Itachi ; story, Yomi Hirasaka ; character design, Buriki ; [translation, Ryan Peterson ; adaptation, Ysabet Reinhardt MacFarlane ; lettering, Roland Amage].","Hirasaka, Yomi","1626920354, 9781626920354",[2014],"Seven Seas Entertainment,","Teenagers Comic books strips etc, Friendship Comic books strips etc, Clubs Comic books strips etc, Graphic novels",acbk,cycomic,,cen,10/01/2017,1
1157,572638,Under a crescent moon / Daniel De Souza.,"De Souza, Daniel, 1945-",1852421428,1989.,"Serpent's Tail,","De Souza Daniel 1945, Prisoners Turkey Istanbul",acbk,cab,,cen,10/01/2017,1
1158,2862322,Hand-drying in America : and other stories / Ben Katchor.,"Katchor, Ben","0307906906, 9780307906908",c2013.,"Pantheon Books,",Graphic novels,acbk,nacomic,,lcy,10/01/2017,1
1159,64483,Climate and house design.,United Nations. Department of Economic and Social Affairs,,1971.,"United Nations,","Architecture and climate, Architecture Domestic",acbk,canf,,cen,10/01/2017,1
1160,3246958,Infinite Tuesday : an autobiographical riff / Michael Nesmith.,"Nesmith, Michael","1101907509, 1101907517, 9781101907504, 9781101907511",[2017],"Crown Archetype,","Nesmith Michael, Rock musicians United States Biography, Autobiographies",acbk,nanew,,gwd,10/01/2017,1
1161,2507871,The magic pillow / written and illustrated by Demi.,Demi,"1416924701, 9781416924708",c2008.,"Margaret K. McElderry Books,","Contentment Juvenile fiction, Dreams Juvenile fiction, Magic Fiction, China Juvenile fiction",jcbk,ccpic,,cen,10/01/2017,1
