,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
2948,Physical,Horizon,MUSIC,2005,9,1,The Leila Fletcher adult piano course [music],"Fletcher, Leila",Piano Methods,"Montgomery Music,",1959-
2949,Physical,Horizon,BOOK,2005,9,1,Mass control engineering human consciousness,,"Brainwashing United States, Psychology Military United States History 20th century",,
2950,Physical,Horizon,BOOK,2005,9,1,Guidelines for participation and testing accommodations for special populations on the Washington assessment of student learning (WASL) / Terry Bergeson ... [and others].,,"Special education Washington State Examinations, Special education Aims and objectives Washington State, Achievement tests Washington State, Educational tests and measurements Washington State, Academic achievement Washington State Testing","Washington Superintendent of Public Instruction,",[2000]
2951,Physical,Horizon,SOUNDDISC,2005,9,2,The turn of the screw [sound recording] / by Henry James.,"James, Henry, 1843-1916","Ghost stories, Psychological fiction, Diary fiction","Recorded Books,",p1998.
2952,Physical,Horizon,BOOK,2005,9,1,Dark heart,,Fantasy,,
2953,Physical,Horizon,BOOK,2005,9,1,blackboard jungle,,,,
2954,Physical,Horizon,VIDEODISC,2005,9,9,"Varekai [videorecording] / a Productions Conte III Inc. and Serpent Films Ltd co-production in association with Bravo Network ; director, Nick Morris ; producers, Martin Bolduc, Yolande Riccioli.",,"Cirque du Soleil, Circus, Acrobatics","Columbia Tristar Home Video,",c2003.
2955,Physical,Horizon,BOOK,2005,9,2,Jamaicas blue marker,,"Schools Fiction, African Americans Fiction, Moving Household Fiction",,
2956,Physical,Horizon,BOOK,2005,9,1,wandering fire,,"Fantasy fiction, Fionavar Imaginary place Fiction",,
2957,Physical,Horizon,VIDEOCASS,2005,9,3,Thunder Bay,,Adventure films,,
2958,Physical,Horizon,BOOK,2005,9,7,Marmalade boy 1,,"Graphic novels Japan, Comic books strips etc",,
2959,Physical,Horizon,BOOK,2005,9,1,City infernal,,"Fantasy fiction, Hell Fiction",,
2960,Digital,OverDrive,AUDIOBOOK,2005,9,1,Memos to the President: Management Advice from the Nation's Top CEOs (abridged) (Abridged),James Schiro,"Business, Management, Nonfiction","Penton Overseas, Inc.",2005
2961,Physical,Horizon,BOOK,2005,9,4,Lucky strike,,"Historical fiction, Domestic fiction, Widows Fiction, Single mothers Fiction, Utah Fiction, Uranium mines and mining Fiction, Prospecting Fiction, Uranium miners Fiction",,
2962,Physical,Horizon,BOOK,2005,9,1,Chicken soup for the grandparent's soul [text (large print)] : stories to open the hearts and rekindle the spirits of grandparents / [compiled by] Jack Canfield ... [and others].,,"Grandparenting, Grandparent and child, Grandparents Conduct of life, Large type books","Health Communications,",c2002.
2963,Physical,Horizon,VIDEODISC,2005,9,8,Adventures in Odyssey A flight to the finish,,"Animated films, Conduct of life, Childrens films, Caring",,
2964,Physical,Horizon,BOOK,2005,9,1,CGI programming with Perl,,"Internet programming, Perl Computer program language, CGI Computer network protocol",,
2965,Physical,Horizon,SOUNDCASS,2005,9,1,Teach yourself Danish,,"Danish language Sound recordings for English speakers, Danish language Self instruction, Danish language Conversation and phrase books English",,
2966,Physical,Horizon,BOOK,2005,9,2,reenchantment of nature the denial of religion and the ecological crisis,,Human ecology Religious aspects Christianity,,
2967,Physical,Horizon,BOOK,2005,9,1,Sources of power how people make decisions,,Decision making,,
2968,Physical,Horizon,BOOK,2005,9,1,High impact resumes and letters how to communicate your qualifications to employers,,,,
2969,Physical,Horizon,BOOK,2005,9,2,Inside the peloton riding winning losing the Tour de France,,"Tour de France Bicycle race, Cyclists Biography",,
2970,Physical,Horizon,BOOK,2005,9,1,Women of the world women travelers and explorers,,"Explorers, Women travelers Biography",,
2971,Physical,Horizon,BOOK,2005,9,7,"Tiéu ngạo giang hò : võ hiệp kỳ-tình Trung-Hoa / nguyên-tác, Kim-Dung ; dịch-thuật, Hàn-Giang-Nhạn.","Jin, Yong, 1924-",Martial arts fiction,"Đại Nam,",[1983?]
2972,Physical,Horizon,SOUNDDISC,2005,9,3,A B C murders,,"Mystery fiction, Poirot Hercule Fictitious character Fiction",,
2973,Physical,Horizon,SOUNDDISC,2005,9,4,increment,,"Undercover operations Fiction, Mercenary troops Fiction, Great Britain Army Special Air Service Regiment Fiction",,
2974,Physical,Horizon,VIDEOCASS,2005,9,6,Deathtrap,,Feature films,,
2975,Physical,Horizon,BOOK,2005,9,1,Modern American houses four decades of award winning design in Architectural record,,"Architecture United States 20th century Designs and plans, Architecture Domestic United States Designs and plans",,
2976,Physical,Horizon,BOOK,2005,9,1,The heart of addiction : a new approach to understanding and managing alcoholism and other addictive behaviors / Lance M. Dodes.,"Dodes, Lance M.","Controlled drinking, Alcoholism Treatment, Substance abuse Treatment","Quill,","2003, c2002."
2977,Physical,Horizon,BOOK,2005,9,2,Galaxies,,"Galaxies, Galaxies Juvenile literature",,
2978,Physical,Horizon,VIDEOCASS,2005,9,7,3 2 1 penguins The Amazing Carnival of Complaining,,"Animated films, Christian life Fiction, Video recordings for the hearing impaired, Childrens films, Penguins Fiction, Gratitude Fiction",,
2979,Physical,Horizon,SOUNDDISC,2005,9,1,String quartets [sound recording] / Mozart.,"Mozart, Wolfgang Amadeus, 1756-1791",String quartets,"Nimbus Records,",p1992.
2980,Physical,Horizon,BOOK,2005,9,1,The soy solution for menopause : the estrogen alternative / Machelle Seibel.,"Seibel, Machelle M.","Menopause Alternative treatment, Soy sauce Therapeutic use, Menopause Diet therapy, Middle aged women Health and hygiene","Simon & Schuster,",c2003.
2981,Physical,Horizon,VIDEOCASS,2005,9,3,Recess schools out,,"Animated films, Video recordings for the hearing impaired, Feature films, Childrens films",,
2982,Physical,Horizon,KIT,2005,9,1,Our earth,,"Ecology, Ecology Juvenile literature",,
2983,Physical,Horizon,BOOK,2005,9,4,In the woods whos been here,,"Autumn Fiction, Forest animals Fiction, Animals Habits and behavior Fiction",,
2984,Physical,Horizon,BOOK,2005,9,1,A simplified guide to custom stairbuilding and tangent handrailing / by George R. di Cristina.,"Di Cristina, George R.","Stair building, Hand railing, Wooden stairs","Linden Pub.,",c1994.
2985,Physical,Horizon,BOOK,2005,9,3,Staying dead,,,,
2986,Physical,Horizon,BOOK,2005,9,1,Schindler's list / Thomas Keneally.,"Keneally, Thomas","Schindler Oskar 1908 1974 Fiction, Righteous Gentiles in the Holocaust Poland Krak¢w Fiction, World War 1939 1945 Jews Rescue Poland Krak¢w Fiction, Holocaust Jewish 1939 1945 Poland Krak¢w Fiction, Biographical fiction, War stories","Simon & Schuster,",2000.
2987,Physical,Horizon,BOOK,2005,9,1,A true Republican : the life of Paul Revere / Jayne E. Triber.,"Triber, Jayne E., 1955-","Revere Paul 1735 1818, Statesmen Massachusetts Biography, Massachusetts Biography, United States History Revolution 1775 1783 Biography","University of Massachusetts Press,",c1998.
2988,Physical,Horizon,BOOK,2005,9,1,A guide to architecture in Washington State : an environmental perspective / Sally B. Woodbridge and Roger Montgomery ; essay on landscape design by David S. Streatfield.,"Woodbridge, Sally Byrne",Architecture Washington State Guidebooks,"University of Washington Press,",c1980.
2989,Physical,Horizon,SOUNDCASS,2005,9,2,Bindi babes,,"England Fiction, Sisters Fiction, Aunts Fiction, East Indians England Fiction",,
2990,Physical,Horizon,BOOK,2005,9,2,Learning GNU Emacs,,"Text editors Computer programs, GNU Emacs",,
2991,Physical,Horizon,BOOK,2005,9,5,Mice make trouble,,"Magic Fiction, Mice Fiction, Drawing Fiction",,
2992,Physical,Horizon,BOOK,2005,9,1,Al Rokers hassle free holiday cookbook more than 125 recipes for family celebrations all year long,,Holiday cookery,,
2993,Physical,Horizon,BOOK,2005,9,1,Warrior [text (large print)] / Elizabeth Lowell.,"Lowell, Elizabeth, 1944-","Large type books, Western stories, Love stories","Thorndike Press,",2002.
2994,Physical,Horizon,VIDEOCASS,2005,9,4,Gospel according to St Matthew,,Jesus Christ Drama,,
2995,Physical,Horizon,BOOK,2005,9,1,Children of Christmas : stories for the season / by Cynthia Rylant ; drawings by S.D. Schindler.,"Rylant, Cynthia","Christmas stories Juvenile fiction, Childrens stories American Juvenile fiction, Christmas Fiction, Short stories","Orchard Books,",c1987.
2996,Physical,Horizon,BOOK,2005,9,3,Master the GED 2004,,General educational development tests Study guides,,
2997,Physical,Horizon,BOOK,2005,9,1,Pandoras baby how the first test tube babies sparked the reproductive revolution,,"Human embryo Transplantation, Human reproductive technology, Fertilization in vitro Human",,
2998,Physical,Horizon,BOOK,2005,9,1,art of expressing the human body,,"Lee Bruce 1940 1973, Physical fitness, Bodybuilding Training",,
2999,Physical,Horizon,BOOK,2005,9,10,Knight,,"Civilization Medieval, Knights and knighthood, Knights and knighthood Juvenile literature, Civilization Medieval Juvenile literature",,
3000,Physical,Horizon,BOOK,2005,9,1,How to manage your mother understanding the most difficult complicated and fascinating relationship in your life,,"Parent and adult child, Mother and child, Mother and child Case studies, Adult children Psychology",,
3001,Physical,Horizon,BOOK,2005,9,1,"In the hands of the Senecas, by Walter D. Edmonds ...","Edmonds, Walter Dumaux, 1903-1998",,"Little, Brown and company,",1947.
3002,Physical,Horizon,BOOK,2005,9,1,Heartbeat,,"Friendship Fiction, Death Fiction",,
3003,Physical,Horizon,VIDEODISC,2005,9,7,Fat burning Pilates,,"Reducing exercises, Pilates method",,
3004,Physical,Horizon,BOOK,2005,9,1,How to buy foreclosed real estate for a fraction of its value,,"Foreclosure, House buying, Real estate investment",,
3005,Physical,Horizon,VIDEOCASS,2005,9,10,Telefon,,Feature films,,
3006,Physical,Horizon,BOOK,2005,9,1,corporate culture survival guide sense and nonsense about culture change,,"Culture, Organizational behavior, Corporate culture",,
3007,Physical,Horizon,SOUNDDISC,2005,9,5,Night to night [sound recording] / Geoffrey Oryema.,"Oryema, Geoffrey","Popular music Uganda 1991 2000, World music","Real World Records ; Caroline Records [distributor],",p1997.
3008,Physical,Horizon,BOOK,2005,9,1,100 best stocks you can buy,,"Investments Periodicals, Stocks Periodicals, Securities Ratings Periodicals",,
3009,Physical,Horizon,BOOK,2005,9,2,"Sacred places around the world : 108 destinations / written, photographed and illustrated by Brad Olsen.","Olsen, Brad, 1966-","Sacred space Guidebooks, Travel Guidebooks","Consortium of Collective Consciousness,",c2004.
3010,Physical,Horizon,BOOK,2005,9,1,Taigmans advanced cardiology in plain English,,"Emergency medical personnel, Cardiovascular emergencies, Electrocardiography",,
3011,Physical,Horizon,BOOK,2005,9,1,Coyote wisdom the power of story in healing,,"Narrative therapy, Mythology Therapeutic use, Indians of North America Mental health",,
3012,Physical,Horizon,BOOK,2005,9,12,Three to get deadly / Janet Evanovich.,"Evanovich, Janet",Plum Stephanie Fictitious character Fiction,"Scribner,",c1997.
3013,Physical,Horizon,BOOK,2005,9,2,Training a Tiger : a father's guide to raising a winner in both golf and life / by Earl Woods with Pete McDaniel ; foreword by Tiger Woods.,"Woods, Earl, 1932-2006","Woods Tiger, Woods Earl 1932 2006, Golfers United States Biography, Golf Training","HarperCollins Publishers,",c1997.
3014,Physical,Horizon,BOOK,2005,9,1,Were going on a picnic,,"Geese Fiction, Ducks Fiction, Chickens Fiction, Picnicking Fiction",,
3015,Physical,Horizon,BOOK,2005,9,1,Murder a tale of modern American life,,"Murder literature, Murder in mass media, Murder in literature",,
3016,Physical,Horizon,SOUNDDISC,2005,9,3,Spanish grease Uno dos tres 1 2 3,,"Latin jazz, Jazz 1961 1970, Percussion music Jazz",,
3017,Physical,Horizon,BOOK,2005,9,1,Anh hùng Bắc Cương : Bình Dương ngoại sử / Yên Tử cư sĩ Trần Đại Sỹ.,"Tràn, Đại Sỹ, 1939-",Vietnam History 939 1428 Fiction,"Xuân Thu,",c1993.
3018,Physical,Horizon,BOOK,2005,9,2,"Art at the turn of the millennium = / L'art au tournant de l'an 2000 / editors, Uta Grosenick, Burkhard Riemschneider ; authors, Lars Bang Larsen ... [and others].",,Art Modern 20th century Catalogs,"Taschen,",c1999.
3019,Physical,Horizon,SOUNDCASS,2005,9,1,Border music,,,,
3020,Physical,Horizon,VIDEOCASS,2005,9,1,I dood it,,"Feature films, Comedy films",,
3021,Physical,Horizon,BOOK,2005,9,6,1001 movies you must see before you die,,Motion pictures Reviews,,
3022,Physical,Horizon,SOUNDDISC,2005,9,3,Soul of the tango [sound recording] : the music of Astor Piazzolla.,"Piazzolla, Astor","Tangos, Violoncello with instrumental ensemble Arranged, Suites Guitars 2 violoncello Arranged, Cello and piano music, Violoncello and bandonion music Arranged","Sony Classical,",1997.
3023,Physical,Horizon,BOOK,2005,9,1,Forms of feeling the heart of psychotherapy,,Psychotherapy,,
3024,Physical,Horizon,BOOK,2005,9,1,smart womans guide to interviewing and salary negotiation,,"Women Employment, Negotiation in business, Vocational guidance for women, Employment interviewing, Wages Women",,
3025,Physical,Horizon,BOOK,2005,9,2,Jailbird a novel,,,,
3026,Physical,Horizon,VIDEODISC,2005,9,14,Bedknobs and broomsticks,,"Animated films, Video recordings for the hearing impaired, Childrens films, Witches Fiction",,
3027,Physical,Horizon,BOOK,2005,9,1,Dead girls dont wear diamonds a Blackbird sisters mystery,,"Mystery fiction, Jewelry theft Fiction",,
3028,Physical,Horizon,BOOK,2005,9,3,Timber Press pocket guide to shade perennials / W. George Schmid.,"Schmid, Wolfram George","Perennials, Shade tolerant plants","Timber Press,",2005.
3029,Physical,Horizon,BOOK,2005,9,3,Fantastic the life of Arnold Schwarzenegger,,"Actors United States Biography, Celebrities United States Biography, Governors California Biography, Bodybuilders United States Biography, Schwarzenegger Arnold, Austrian Americans Biography",,
3030,Physical,Horizon,BOOK,2005,9,2,Beauty the new basics,,Beauty Personal,,
3031,Physical,Horizon,SOUNDDISC,2005,9,1,Live in New Orleans,,Popular music 1981 1990,,
3032,Physical,Horizon,BOOK,2005,9,5,Our community garden,,"Gardening Fiction, San Francisco Calif Fiction, Community gardens Fiction, Community life California San Francisco Fiction",,
3033,Physical,Horizon,BOOK,2005,9,2,"Yue liang wang ji le / [wen, tu: Jimi]",Jimi,"Moon Juvenile fiction, Chinese language materials","Ge lin wen hua shi ye gu fen you xian gong si,",1999.
3034,Physical,Horizon,BOOK,2005,9,1,Cowl,,"Science fiction, Assassins Fiction, Life on other planets Fiction",,
3035,Physical,Horizon,BOOK,2005,9,1,My first paint book,,"Handicraft, Painting Technique, Handicraft Juvenile literature, Painting Technique Juvenile literature",,
3036,Physical,Horizon,BOOK,2005,9,2,The Santa Fe trail / Ralph Compton.,"Compton, Ralph","Cattle trails West U S Fiction, Trails West U S Fiction, Western stories","St. Martin's Paperbacks,",1997.
3037,Physical,Horizon,BOOK,2005,9,1,Letters of Laurence Sterne,,Sterne Laurence 1713 1768,,
3038,Physical,Horizon,SOUNDDISC,2005,9,2,Manuel de Fallas Spain,,"Piano with orchestra, Ballets, Music Spain",,
3039,Physical,Horizon,BOOK,2005,9,1,Concrete fragile creature,,Science fiction comic books strips etc,,
3040,Physical,Horizon,VIDEOCASS,2005,9,1,Great Lakes,,"Illinois Description and travel, Minnesota Description and travel, United States Description and travel, Wisconsin Description and travel, Lake States Description and travel",,
3041,Physical,Horizon,BOOK,2005,9,3,Mrs Pollifax unveiled,,"Spy stories, Mystery fiction, Intelligence service United States Fiction, Pollifax Emily Fictitious character Fiction, Women spies United States Fiction, Damascus Syria Fiction",,
